Overall,Team,Player,Nat.,Pos,Age,To,Amateur Team,GP,G,A,PTS,+/-,PIM,GP,W,L,T/O,SV%,GAA
1,New Jersey Devils,Nico Hischier\hischni01,CH,C,18,2019,Halifax (QMJHL),89,23,35,58,11,26,,,,,,
2,Philadelphia Flyers,Nolan Patrick\patrino01,CA,C,18,2019,Brandon (WHL),80,15,17,32,-2,30,,,,,,
3,Dallas Stars,Miro Heiskanen\heiskmi01,FI,D,18,2019,HIFK (Finland),9,1,2,3,-1,4,,,,,,
4,Colorado Avalanche,Cale Makar\makarca01,CA,D,18,,Brooks (AJHL),,,,,,,,,,,,
5,Vancouver Canucks,Elias Pettersson\petteel01,SE,C,18,2019,Timra (Sweden-2),5,5,3,8,1,2,,,,,,
6,Vegas Golden Knights,Cody Glass\glassco01,CA,C,18,,Portland (WHL),,,,,,,,,,,,
7,New York Rangers,Lias Andersson\anderli01,SE,C,18,2018,HV 71 (Sweden),7,1,1,2,1,0,,,,,,
8,Buffalo Sabres,Casey Mittelstadt\mitteca01,US,C,18,2019,Eden Prairie (High-MN),16,1,6,7,-4,6,,,,,,
9,Detroit Red Wings,Michael Rasmussen\rasmumi01,CA,C,18,2019,Tri-City (WHL),8,0,1,1,-1,2,,,,,,
10,Florida Panthers,Owen Tippett\tippeow01,CA,RW,18,2018,Mississauga (OHL),7,1,0,1,-6,0,,,,,,
11,Los Angeles Kings,Gabriel Vilardi\vilarga01,CA,C,18,,Windsor (OHL),,,,,,,,,,,,
12,Carolina Hurricanes,Martin Necas\necasma01,CZ,C,18,2019,Brno (Czech),8,1,1,2,0,2,,,,,,
13,Vegas Golden Knights,Nick Suzuki\suzukni01,CA,C,18,,Owen Sound (OHL),,,,,,,,,,,,
14,Tampa Bay Lightning,Callan Foote\footeca01,US,D,18,,Kelowna (WHL),,,,,,,,,,,,
15,Vegas Golden Knights,Erik Brannstrom\branner01,SE,D,18,,HV 71 (Sweden),,,,,,,,,,,,
16,Calgary Flames,Juuso Valimaki\valimju01,FI,D,18,2019,Tri-City (WHL),9,1,0,1,-3,2,,,,,,
17,Toronto Maple Leafs,Timothy Liljegren\liljeti01,SE,D,18,,Rogle (Sweden),,,,,,,,,,,,
18,Boston Bruins,Urho Vaakanainen\vaakaur01,FI,D,18,2019,JYP (Finland),2,0,0,0,-1,0,,,,,,
19,San Jose Sharks,Joshua Norris\norrijo01,US,C,18,,USA U-18 (USNTDP),,,,,,,,,,,,
20,St. Louis Blues,Robert Thomas\thomaro01,CA,C,18,2019,London (OHL),5,0,1,1,-1,0,,,,,,
21,New York Rangers,Filip Chytil\chytifi01,CZ,C,18,2019,Zlin (Czech),19,1,4,5,-5,6,,,,,,
22,Edmonton Oilers,Kailer Yamamoto\yamamka01,US,RW,18,2019,Spokane (WHL),17,1,4,5,-5,4,,,,,,
23,Arizona Coyotes,Pierre-Olivier Joseph\joseppi01,CA,D,18,,Charlottetown (QMJHL),,,,,,,,,,,,
24,Winnipeg Jets,Kristian Vesalainen\vesalkr01,FI,W,18,2019,Frolunda (Sweden),5,0,1,1,0,0,,,,,,
25,Montreal Canadiens,Ryan Poehling\poehlry01,US,C,18,,St. Cloud State (NCHC),,,,,,,,,,,,
26,Dallas Stars,Jake Oettinger\oettija01,US,G,18,,Boston University (H-East),,,,,,,,,,,,
27,Philadelphia Flyers,Morgan Frost\frostmo01,CA,C,18,,Sault Ste. Marie (OHL),,,,,,,,,,,,
28,Ottawa Senators,Shane Bowers\bowersh01,CA,C,18,,Waterloo (USHL),,,,,,,,,,,,
29,Chicago Blackhawks,Henri Jokiharju\jokihhe01,FI,D,18,2019,Portland (WHL),10,0,6,6,5,4,,,,,,
30,Nashville Predators,Eeli Tolvanen\tolvaee01,FI,RW,18,2018,Sioux City (USHL),3,0,0,0,0,0,,,,,,
31,St. Louis Blues,Klim Kostin\kostikl01,RU,C; LW,18,,Dynamo Moscow (Russia),,,,,,,,,,,,
32,Colorado Avalanche,Conor Timmins\timmico01,CA,D,18,,Sault Ste. Marie (OHL),,,,,,,,,,,,
33,Vancouver Canucks,Kole Lind\lindko01,CA,RW,18,,Kelowna (WHL),,,,,,,,,,,,
34,Vegas Golden Knights,Nicolas Hague\hagueni01,CA,D,18,,Mississauga (OHL),,,,,,,,,,,,
35,Philadelphia Flyers,Isaac Ratcliffe\ratclis01,CA,LW,18,,Guelph (OHL),,,,,,,,,,,,
36,New Jersey Devils,Jesper Boqvist\boqvije01,SE,C,18,,Brynas (Sweden),,,,,,,,,,,,
37,Buffalo Sabres,Marcus Davidsson\davidma02,SE,C,18,,Djurgarden (Sweden),,,,,,,,,,,,
38,Detroit Red Wings,Gustav Lindstrom\lindsgu01,SE,D,18,,Almtuna (Sweden-2),,,,,,,,,,,,
39,Dallas Stars,Jason Robertson\roberja01,US,LW,18,,Kingston (OHL),,,,,,,,,,,,
40,Florida Panthers,Aleksi Heponiemi\heponal01,FI,C,18,,Swift Current (WHL),,,,,,,,,,,,
41,Los Angeles Kings,Jaret Anderson-Dolan\anderja01,CA,C,18,2019,Spokane (WHL),5,0,1,1,-2,0,,,,,,
42,Carolina Hurricanes,Eetu Luostarinen\luostee01,FI,C,19,,Kalpa (Finland),,,,,,,,,,,,
43,Winnipeg Jets,Dylan Samberg\sambedy01,US,D,18,,Hermantown (High-MN),,,,,,,,,,,,
44,Arizona Coyotes,Filip Westerlund\westefi01,SE,D,18,,Frolunda (Sweden),,,,,,,,,,,,
45,Columbus Blue Jackets,Alexandre Texier\texieal01,FR,C,18,,Grenoble (FRANCE),,,,,,,,,,,,
46,New York Islanders,Robin Salo\saloro01,FI,D,18,,Sport (Finland),,,,,,,,,,,,
47,Ottawa Senators,Alex Formenton\formeal01,CA,LW,18,2019,London (OHL),6,0,0,0,-2,6,,,,,,
48,Tampa Bay Lightning,Alexander Volkov\volkoal01,RU,RW,20,,SKA St. Petersburg 2 (Russia-Jr.),,,,,,,,,,,,
49,San Jose Sharks,Mario Ferraro\ferrama01,CA,D,18,,Des Moines (USHL),,,,,,,,,,,,
50,Anaheim Ducks,Maxime Comtois\comtoma01,CA,LW,18,2019,Victoriaville (QMJHL),10,2,5,7,3,7,,,,,,
51,Pittsburgh Penguins,Zachary Lauzon\lauzoza01,CA,D,18,,Rouyn-Noranda (QMJHL),,,,,,,,,,,,
52,Carolina Hurricanes,Luke Martin\martilu01,US,D,18,,Michigan (Big Ten),,,,,,,,,,,,
53,Boston Bruins,Jack Studnicka\studnja01,CA,C,18,,Oshawa (OHL),,,,,,,,,,,,
54,Buffalo Sabres,Ukko-Pekka Luukkonen\luukkuk01,FI,G,18,,HPK Jr. (Finland-Jr.),,,,,,,,,,,,
55,Vancouver Canucks,Jonah Gadjovich\gadjojo01,CA,LW,18,,Owen Sound (OHL),,,,,,,,,,,,
56,Montreal Canadiens,Josh Brook\brookjo01,CA,D,18,,Moose Jaw (WHL),,,,,,,,,,,,
57,Chicago Blackhawks,Ian Mitchell\mitchia01,CA,D,18,,Spruce Grove (AJHL),,,,,,,,,,,,
58,Montreal Canadiens,Joni Ikonen\ikonejo01,FI,C,18,,Frolunda (Sweden-Jr.),,,,,,,,,,,,
59,Toronto Maple Leafs,Eemeli Rasanen\rasanee01,FI,D,18,,Kingston (OHL),,,,,,,,,,,,
60,Anaheim Ducks,Antoine Morand\moranan01,CA,C,18,,Acadie-Bathurst (QMJHL),,,,,,,,,,,,
61,Nashville Predators,Grant Mismash\mismagr01,US,LW,18,,USA U-18 (USNTDP),,,,,,,,,,,,
62,Vegas Golden Knights,Jake Leschyshyn\leschja01,US,C,18,,Regina (WHL),,,,,,,,,,,,
63,New Jersey Devils,Fabian Zetterlund\zettefa01,SE,W,18,,Farjestad Jr. (Sweden-Jr.),,,,,,,,,,,,
64,Vancouver Canucks,Michael Dipietro\dipiemi01,CA,G,18,,Windsor (OHL),,,,,,,,,,,,
65,Vegas Golden Knights,Jonas Rondbjerg\rondbjo01,DK,RW,18,,Vaxjo Jr. (Sweden-Jr.),,,,,,,,,,,,
66,Florida Panthers,Maxwell Gildon\gildoma01,US,D,18,,USA U-18 (USNTDP),,,,,,,,,,,,
67,Carolina Hurricanes,Morgan Geekie\geekimo01,CA,C,19,,Tri-City (WHL),,,,,,,,,,,,
68,Montreal Canadiens,Scott Walford\walfosc01,CA,D,18,,Victoria (WHL),,,,,,,,,,,,
69,Arizona Coyotes,Mackenzie Entwistle\entwima01,CA,RW,18,,Hamilton (OHL),,,,,,,,,,,,
70,Chicago Blackhawks,Andrel Altybarmakyan\altyban01,RU,RW,19,,LVY St. Petersburg 2 (Russia-Jr.),,,,,,,,,,,,
71,Detroit Red Wings,Kasper Kotkansalo\kotkaka01,FI,D,18,,Sioux Falls (USHL),,,,,,,,,,,,
72,Los Angeles Kings,Matt Villalta\villama01,CA,G,18,,Sault Ste. Marie (OHL),,,,,,,,,,,,
73,Carolina Hurricanes,Stelio Mattheos\matthst01,CA,RW,18,,Brandon (WHL),,,,,,,,,,,,
74,Winnipeg Jets,Johnathan Kovacevic\kovacjo01,CA,D,20,,Merrimack (H-East),,,,,,,,,,,,
75,Arizona Coyotes,Nate Schnarr\schnana01,CA,C,18,,Guelph (OHL),,,,,,,,,,,,
76,Tampa Bay Lightning,Alexei Lipanov\lipanal01,RU,C,18,,Balashikha (RUSSIA-2),,,,,,,,,,,,
77,New York Islanders,Benjamin Mirageas\miragbe01,US,D,18,,Chicago (USHL),,,,,,,,,,,,
78,Edmonton Oilers,Stuart Skinner\skinnst01,CA,G,18,,Lethbridge (WHL),,,,,,,,,,,,
79,Detroit Red Wings,Lane Zablocki\zablola01,CA,RW,18,,Red Deer (WHL),,,,,,,,,,,,
80,Philadelphia Flyers,Kirill Ustimenko\ustimki01,BY,G,18,,Dynamo St. Petersburg 2 (Russia-Jr.),,,,,,,,,,,,
81,New Jersey Devils,Reilly Walsh\walshre01,US,D,18,,Proctor Academy (High-NH),,,,,,,,,,,,
82,Arizona Coyotes,Cameron Crotty\crottca01,CA,D,18,,Brockville (CCHL),,,,,,,,,,,,
83,Detroit Red Wings,Zach Gallant\gallaza01,CA,C,18,,Peterborough (OHL),,,,,,,,,,,,
84,Edmonton Oilers,Dmitri Samorukov\samordm01,RU,D,18,,Guelph (OHL),,,,,,,,,,,,
85,Minnesota Wild,Ivan Lodnia\lodniiv01,US,RW,18,,Erie (OHL),,,,,,,,,,,,
86,Columbus Blue Jackets,Daniil Tarasov\tarasda02,RU,G,18,,Ufa 2 (Russia-Jr.),,,,,,,,,,,,
87,Montreal Canadiens,Cale Fleury\fleurca01,CA,D,18,,Kootenay (WHL),,,,,,,,,,,,
88,Detroit Red Wings,Keith Petruzzelli\petruke01,US,G,18,,Muskegon (USHL),,,,,,,,,,,,
89,Buffalo Sabres,Oskari Laaksonen\laaksos01,FI,D,18,,Ilves Jr. (Finland-Jr.),,,,,,,,,,,,
90,Chicago Blackhawks,Evan Barratt\barraev01,US,C,18,,USA U-18 (USNTDP),,,,,,,,,,,,
91,Anaheim Ducks,Jack Badini\badinja01,US,C,19,,Chicago (USHL),,,,,,,,,,,,
92,Nashville Predators,David Farrance\farrada01,US,D,18,,USA U-18 (USNTDP),,,,,,,,,,,,
93,Pittsburgh Penguins,Clayton Phillips\phillcl01,US,D,18,,Fargo (USHL),,,,,,,,,,,,
94,Colorado Avalanche,Nick Henry\henryni01,CA,RW,18,,Regina (WHL),,,,,,,,,,,,
95,Vancouver Canucks,Jack Rathbone\rathbja01,US,D,18,,Dexter School (High-MA),,,,,,,,,,,,
96,Vegas Golden Knights,Maksim Zhukov\zhukoma01,RU,G,18,,Green Bay (USHL),,,,,,,,,,,,
97,Minnesota Wild,Mason Shaw\shawma01,CA,C,18,,Medicine Hat (WHL),,,,,,,,,,,,
98,New Jersey Devils,Nikita Popugaev\popugni01,RU,LW,18,,Prince George (WHL),,,,,,,,,,,,
99,Buffalo Sabres,Jacob Bryson\brysoja01,CA,D,19,,Providence (H-East),,,,,,,,,,,,
100,Detroit Red Wings,Malte Setkov\setkoma01,DK,D,18,,Malmo Jr. (Sweden-Jr.),,,,,,,,,,,,
101,Dallas Stars,Liam Hawel\hawelli01,CA,C,18,,Guelph (OHL),,,,,,,,,,,,
102,San Jose Sharks,Scott Reedy\reedysc01,US,C,18,,USA U-18 (USNTDP),,,,,,,,,,,,
103,Los Angeles Kings,Michael Anderson\andermi02,US,D,18,,Waterloo (USHL),,,,,,,,,,,,
104,Carolina Hurricanes,Eetu Makiniemi\makinee01,FI,G,18,,Jokerit Jr. (Finland-Jr.),,,,,,,,,,,,
105,Winnipeg Jets,Santeri Virtanen\virtasa01,FI,C,18,,TPS Jr. (Finland-Jr.),,,,,,,,,,,,
106,Philadelphia Flyers,Matthew Strome\stromma01,CA,LW,18,,Hamilton (OHL),,,,,,,,,,,,
107,Philadelphia Flyers,Maksim Sushko\sushkma01,BY,RW,18,,Owen Sound (OHL),,,,,,,,,,,,
108,Arizona Coyotes,Noel Hoefenmayer\hoefeno01,CA,D,18,,Ottawa (OHL),,,,,,,,,,,,
109,Calgary Flames,Adam Ruzicka\ruzicad01,SK,C,18,,Sarnia (OHL),,,,,,,,,,,,
110,Toronto Maple Leafs,Ian Scott\scottia01,CA,G,18,,Prince Albert (WHL),,,,,,,,,,,,
111,Boston Bruins,Jeremy Swayman\swaymje01,US,G,18,,Sioux Falls (USHL),,,,,,,,,,,,
112,Chicago Blackhawks,Tim Soderlund\soderti01,SE,C/LW,19,,Skelleftea (Sweden),,,,,,,,,,,,
113,St. Louis Blues,Alexey Toropchenko\toropal01,RU,RW,18,,MVD Balashikha 2 (Russia-Jr.),,,,,,,,,,,,
114,Colorado Avalanche,Petr Kvaca\kvacape01,CZ,G,20,,C Budejovice (Czech-2),,,,,,,,,,,,
115,Edmonton Oilers,Ostap Safin\safinos01,CZ,RW,18,,Sparta Jr. (Czech-Jr.),,,,,,,,,,,,
116,Minnesota Wild,Bryce Misley\mislebr01,CA,C,18,,Oakville (OJHL),,,,,,,,,,,,
117,Columbus Blue Jackets,Emil Bemstrom\bemstem01,SE,C,18,,Leksand Jr. (Sweden-Jr.),,,,,,,,,,,,
118,Los Angeles Kings,Markus Phillips\phillma02,CA,D,18,,Owen Sound (OHL),,,,,,,,,,,,
119,Chicago Blackhawks,Roope Laavainen\laavaro01,FI,D,19,,Jokerit Jr. (Finland-Jr.),,,,,,,,,,,,
120,Washington Capitals,Tobias Geisser\geissto01,CH,D,18,,Zug Academy (SWISS-2),,,,,,,,,,,,
121,Ottawa Senators,Drake Batherson\bathedr01,US,C,19,,Cape Breton (QMJHL),,,,,,,,,,,,
122,Anaheim Ducks,Kyle Olson\olsonky01,CA,RW,18,,Tri-City (WHL),,,,,,,,,,,,
123,New York Rangers,Brandon Crawley\crawlbr01,US,D,20,,London (OHL),,,,,,,,,,,,
124,Toronto Maple Leafs,Vladislav Kara\karavl01,RU,LW,19,,Bars Kazan (RUSSIA-2),,,,,,,,,,,,
125,Colorado Avalanche,Igor Shvyrev\shvyrig01,RU,C,19,,Magnitogorsk 2 (Russia-Jr.),,,,,,,,,,,,
126,Arizona Coyotes,Michael Karow\karowmi01,US,D,18,,Youngstown (USHL),,,,,,,,,,,,
127,Vegas Golden Knights,Lucas Elvenes\elvenlu01,SE,C RW,18,,Rogle Jr. (Sweden-Jr.),,,,,,,,,,,,
128,Arizona Coyotes,Tyler Steenbergen\steenty01,CA,C,19,,Swift Current (WHL),,,,,,,,,,,,
129,New Jersey Devils,Gilles Senn\senngi01,CH,G,21,,Davos (Swiss),,,,,,,,,,,,
130,St. Louis Blues,David Noel\noelda01,CA,D,18,,Val D'Or (QMJHL),,,,,,,,,,,,
131,Detroit Red Wings,Cole Fraser\fraseco02,CA,D,18,,Peterborough (OHL),,,,,,,,,,,,
132,Dallas Stars,Jacob Peterson\peterja01,SE,C,18,,Frolunda Jr. (Sweden-Jr.),,,,,,,,,,,,
133,Florida Panthers,Tyler Inamoto\inamoty01,US,D,18,,USA U-18 (USNTDP),,,,,,,,,,,,
134,Los Angeles Kings,Cole Hults\hultsco01,US,D,19,,Madison (USHL),,,,,,,,,,,,
135,Vancouver Canucks,Kristoffer Gunnarsson\gunnakr01,SE,D,20,,Frolunda (Sweden),,,,,,,,,,,,
136,Winnipeg Jets,Leon Gawanke\gawanle01,DE,D,18,,Cape Breton (QMJHL),,,,,,,,,,,,
137,Philadelphia Flyers,Noah Cates\catesno01,US,LW,18,,Stillwater (High-MN),,,,,,,,,,,,
138,Los Angeles Kings,Drake Rymsha\rymshdr01,US,C,19,,Sarnia (OHL),,,,,,,,,,,,
139,New York Islanders,Sebastian Aho\ahose02,SE,D,21,2018,Skelleftea (Sweden),22,1,3,4,-5,6,,,,,,
140,Calgary Flames,Zach Fischer\fischza01,CA,RW,20,,Medicine Hat (WHL),,,,,,,,,,,,
141,Toronto Maple Leafs,Fedor Gordeev\gordefe01,RU,D,18,,Flint (OHL),,,,,,,,,,,,
142,Vegas Golden Knights,Jonathan Dugan\duganjo01,US,LW,19,,Northwood School (HIGH-NY),,,,,,,,,,,,
143,New Jersey Devils,Marlan Studenic\studema01,SK,RW,18,,Hamilton (OHL),,,,,,,,,,,,
144,Chicago Blackhawks,Parker Foo\foopa01,CA,LW,19,,Brooks (AJHL),,,,,,,,,,,,
145,New York Rangers,Calle Sjalin\sjalica01,SE,D,18,,Ostersund (SWEDEN-3),,,,,,,,,,,,
146,Edmonton Oilers,Kirill Maksimov\maksiki01,RU,RW,18,,Niagara (OHL),,,,,,,,,,,,
147,Minnesota Wild,Jacob Golden\goldeja01,CA,D,18,,London (OHL),,,,,,,,,,,,
148,Columbus Blue Jackets,Kale Howarth\howarka01,CA,LW,20,,Trail (BCHL),,,,,,,,,,,,
149,Montreal Canadiens,Jarret Tyszka\tyszkja01,CA,D,18,,Seattle (WHL),,,,,,,,,,,,
150,Chicago Blackhawks,Jakub Galvas\galvaja01,CZ,D,18,,Olomouc (Czech),,,,,,,,,,,,
151,Washington Capitals,Sebastian Walfridsson\walfrse01,SE,D,18,,Modo Jr. (Sweden-Jr.),,,,,,,,,,,,
152,Pittsburgh Penguins,Jan Drozg\drozgja01,SI,LW,18,,Leksand U18 (Sweden-Jr.),,,,,,,,,,,,
153,Anaheim Ducks,Olle Eriksson Ek\eriksol01,SE,G,18,,Farjestad Jr. (Sweden-Jr.),,,,,,,,,,,,
154,Nashville Predators,Tomas Vomacka\vomacto01,CZ,G,18,,Corpus Christi (NAHL),,,,,,,,,,,,
155,Pittsburgh Penguins,Linus Olund\olundli01,SE,C,20,,Brynas (Sweden),,,,,,,,,,,,
156,Colorado Avalanche,Denis Smirnov\smirnde01,RU,RW,20,,Penn State (Big Ten),,,,,,,,,,,,
157,New York Rangers,Dominik Lakatos\lakatdo01,CZ,C,20,,Liberec (Czech),,,,,,,,,,,,
158,Vegas Golden Knights,Nick Campoli\camponi01,CA,C,18,,North York (OJHL),,,,,,,,,,,,
159,San Jose Sharks,Jacob McGrew\mcgreja01,US,RW,18,,Spokane (WHL),,,,,,,,,,,,
160,New Jersey Devils,Aarne Talvitie\talviaa01,FI,C,18,,Blues Jr. (Finland-Jr.),,,,,,,,,,,,
161,Vegas Golden Knights,Jiri Patera\paterji01,CZ,G,18,,Budejovice Jr. (Czech-Jr.),,,,,,,,,,,,
162,Detroit Red Wings,Johan Adams\adamsjo04,US,RW,20,,Fargo (USHL),,,,,,,,,,,,
163,Dallas Stars,Brett Davis\davisbr01,CA,RW,18,,Kootenay (WHL),,,,,,,,,,,,
164,Detroit Red Wings,Reilly Webb\webbre01,CA,D,18,,Hamilton (OHL),,,,,,,,,,,,
165,New York Islanders,Arnaud Durandeau\duranar01,CA,LW,18,,Halifax (QMJHL),,,,,,,,,,,,
166,Carolina Hurricanes,Brendan De Jong\dejonbr01,CA,D,19,,Portland (WHL),,,,,,,,,,,,
167,Winnipeg Jets,Arvid Holm\holmar01,SE,G,18,,Karlskrona Jr. (Sweden-Jr.),,,,,,,,,,,,
168,Philadelphia Flyers,Olle Lycksell\lycksol01,SE,RW,18,,Linkoping Jr. (Sweden-Jr.),,,,,,,,,,,,
169,Tampa Bay Lightning,Nicklaus Perbix\perbini01,US,D,19,,Elk River (High-MN),,,,,,,,,,,,
170,Columbus Blue Jackets,Jonathan Davidsson\davidjo03,SE,RW,20,,Djurgarden (Sweden),,,,,,,,,,,,
171,Calgary Flames,D'Artagnan Joly\jolyda01,CA,RW,18,,Baie-Comeau (QMJHL),,,,,,,,,,,,
172,Toronto Maple Leafs,Ryan Mcgregor\mcgrery01,CA,C,18,,Sarnia (OHL),,,,,,,,,,,,
173,Boston Bruins,Cedric Pare\parece01,CA,C,18,,Saint John (QMJHL),,,,,,,,,,,,
174,New York Rangers,Morgan Barron\barromo01,CA,C,18,,St. Andrews College (HIGH-ON),,,,,,,,,,,,
175,St. Louis Blues,Trenton Bourque\bourqtr01,CA,D,19,,Owen Sound (OHL),,,,,,,,,,,,
176,Nashville Predators,Pavel Koltygin\koltypa01,RU,C,18,,Drummondville (QMJHL),,,,,,,,,,,,
177,Edmonton Oilers,Skyler Brind'Amour\brindsk01,US,C,18,,Selects Academy U18 (USMAAA),,,,,,,,,,,,
178,Minnesota Wild,Andrei Svetlakov\svetlan01,RU,C,21,,CSKA (Russia),,,,,,,,,,,,
179,Columbus Blue Jackets,Carson Meyer\meyerca01,US,RW,20,,Miami (NCHC),,,,,,,,,,,,
180,Tampa Bay Lightning,Cole Guttman\guttmco01,US,C,18,,Dubuque (USHL),,,,,,,,,,,,
181,Vancouver Canucks,Petrus Palmu\palmupe01,FI,RW,20,,Owen Sound (OHL),,,,,,,,,,,,
182,Washington Capitals,Benton Maass\maassbe01,US,D,18,,Elk River (High-MN),,,,,,,,,,,,
183,Ottawa Senators,Jordan Hollett\hollejo01,CA,G,18,,Regina (WHL),,,,,,,,,,,,
184,Florida Panthers,Sebastian Repo\repose02,FI,RW,21,,Tappara (Finland),,,,,,,,,,,,
185,San Jose Sharks,Alexander Chmelevski\chmelal01,US,C,18,,Ottawa (OHL),,,,,,,,,,,,
186,Pittsburgh Penguins,Antti Palojarvi\palojan01,FI,D,18,,Lukko Jr. (Finland-Jr.),,,,,,,,,,,,
187,Colorado Avalanche,Nick Leivermann\leiveni01,US,D,19,,Eden Prairie (High-MN),,,,,,,,,,,,
188,Vancouver Canucks,Matt Brassard\brassma01,CA,D,19,,Oshawa (OHL),,,,,,,,,,,,
189,Vegas Golden Knights,Ben Jones\jonesbe01,CA,C,18,,Niagara (OHL),,,,,,,,,,,,
190,Arizona Coyotes,Erik Walli Walterholm\wallier01,SE,RW,18,,Djurgarden U18 (Sweden-Jr.),,,,,,,,,,,,
191,New Jersey Devils,Jocktan Chainey\chainjo01,CA,D,18,,Halifax (QMJHL),,,,,,,,,,,,
192,Buffalo Sabres,Linus Weissbach\weissli01,SE,LW,19,,Tri-City (USHL),,,,,,,,,,,,
193,Detroit Red Wings,Brady Gilmour\gilmobr01,CA,C,18,,Saginaw (OHL),,,,,,,,,,,,
194,Dallas Stars,Dylan Ferguson\fergudy01,CA,G,18,2018,Kamloops (WHL),1,0,0,0,0,0,1,0,0,0,.500,6.50
195,Boston Bruins,Victor Berglund\berglvi01,SE,D,18,,Modo Jr. (Sweden-Jr.),,,,,,,,,,,,
196,Philadelphia Flyers,Wyatt Kalynuk\kalynwy01,CA,D,20,,Bloomington (USHL),,,,,,,,,,,,
197,Carolina Hurricanes,Ville Rasanen\rasanvi01,FI,D,18,,Jokipojat (Finland-2),,,,,,,,,,,,
198,Winnipeg Jets,Skyler Mckenzie\mckensk01,CA,LW,19,,Portland (WHL),,,,,,,,,,,,
199,Montreal Canadiens,Cayden Primeau\primeca01,US,G,18,,Lincoln (USHL),,,,,,,,,,,,
200,Tampa Bay Lightning,Samuel Walker\walkesa01,US,C,18,,Edina (High-MN),,,,,,,,,,,,
201,New York Islanders,Logan Cockerill\cockelo01,US,LW,18,,USA U-18 (USNTDP),,,,,,,,,,,,
202,Calgary Flames,Filip Sveningsson\svenifi01,SE,LW,18,,HV 71 Jr. (Sweden-Jr.),,,,,,,,,,,,
203,Toronto Maple Leafs,Ryan O'Connell\oconnry01,CA,D,18,,St. Andrews College (HIGH-ON),,,,,,,,,,,,
204,Boston Bruins,Daniel Bukac\bukacda01,CZ,D,18,,Brandon (WHL),,,,,,,,,,,,
205,New Jersey Devils,Yegor Zaitsev\zaitsye01,RU,D,19,,Balashikha (RUSSIA-2),,,,,,,,,,,,
206,St. Louis Blues,Anton Andersson\anderan01,SE,D,18,,Lulea Jr. (Sweden-Jr.),,,,,,,,,,,,
207,New York Rangers,Patrik Virta\virtapa01,FI,C,21,,TPS (Finland),,,,,,,,,,,,
208,Edmonton Oilers,Philip Kemp\kempph01,US,D,18,,USA U-18 (USNTDP),,,,,,,,,,,,
209,Minnesota Wild,Nick Swaney\swaneni01,US,RW,20,,Waterloo (USHL),,,,,,,,,,,,
210,Columbus Blue Jackets,Robbie Stucker\stuckro01,US,D,18,,St. Thomas (High-MN),,,,,,,,,,,,
211,Winnipeg Jets,Croix Evingson\evingcr01,US,D,20,,Shreveport (NAHL),,,,,,,,,,,,
212,San Jose Sharks,Ivan Chekhovich\chekhiv01,RU,LW,18,,Baie-Comeau (QMJHL),,,,,,,,,,,,
213,Washington Capitals,Kristian Roykas Marthinsen\roykakr01,NO,LW,18,,Almtuna Jr. (SWEDEN-JR. 2),,,,,,,,,,,,
214,New Jersey Devils,Matthew Hellickson\hellima01,US,D,19,,Sioux City (USHL),,,,,,,,,,,,
215,Chicago Blackhawks,Joshua Ess\essjo01,US,D,18,,Lakeville South (High-MN),,,,,,,,,,,,
216,Nashville Predators,Jacob Paquette\paqueja01,CA,D,18,,Kingston (OHL),,,,,,,,,,,,
217,Pittsburgh Penguins,William Reilly\reillwi01,CA,D,20,,RPI (ECAC),,,,,,,,,,,,